,Order,File_Type,SKU_number,MarketingType,ReleaseNumber,New_Release_Flag,StrengthFactor,PriceReg,ReleaseYear,ItemCount,LowUserPrice,LowNetPrice,SoldFlag
75087,84088,Historical,543938,S,4,1,79027,197.25,2012,76,84.72,53.03,0
72754,81365,Historical,2537672,S,2,1,825025,45.95,2000,30,18.94,35.05,0
74599,83537,Historical,2160224,S,0,0,398530,59.0,2010,35,77.31,43.96,0
67649,75594,Historical,920148,S,2,1,5551,44.95,2014,69,26.33,29.94,0
45237,51098,Historical,54750,S,1,0,344350,192.95,2005,77,199.31,24.79,0
38810,43175,Historical,548139,S,4,1,1328479,180.95,1991,31,4.72,100.03,0
16628,17032,Historical,60960,D,2,1,331151,65.95,2001,54,47.06,48.97,1
43708,49561,Historical,1483190,S,2,1,418067,69.8,2014,19,0.0,62.95,0
25526,26093,Historical,125959,D,0,0,943254,44.95,1999,48,46.16,30.98,0
51143,57111,Historical,741444,S,2,1,417946,58.4,2008,19,5.94,55.55,0
55998,62394,Historical,618227,S,5,1,1811608,161.0,2006,24,19.39,71.14,0
18267,18693,Historical,285482,D,3,1,377427,28.98,2008,92,119.17,15.99,0
20583,21062,Historical,607349,D,4,1,553281,156.6,2007,55,84.31,27.99,1
75623,84684,Historical,609594,S,6,1,1464513,79.95,2007,81,26.77,7.78,1
29533,30182,Historical,649251,D,1,0,316995,45.0,2004,46,29.99,41.49,0
57607,64156,Historical,620234,S,3,1,515111,36.95,2012,63,30.05,28.32,0
48162,54072,Historical,904233,S,4,1,2248247,53.95,2006,25,43.62,45.25,0
6705,6940,Historical,177025,D,3,1,3090994,212.95,2005,25,72.99,28.99,0
59138,65902,Historical,635715,S,8,1,24946,44.95,2012,46,19.97,23.98,0
45547,51416,Historical,183094,S,2,1,664305,152.95,2005,40,79.38,33.48,0
59926,66794,Historical,646962,S,6,1,18085,49.95,2013,111,23.92,27.53,0
44780,50638,Historical,868665,S,5,1,4270778,121.0,2004,23,146.48,6.98,0
54045,60193,Historical,132488,S,4,1,3108936,46.67,2007,42,5.97,33.98,0
30429,31100,Historical,203971,D,4,1,1117358,41.95,2007,50,18.19,20.92,0
58328,64982,Historical,1658191,S,2,1,992413,69.2,2009,14,0.0,65.75,0
70171,78500,Historical,308134,S,1,0,83346,50.0,2008,54,0.0,0.0,0
33990,34754,Historical,274571,D,2,1,746003,43.99,2004,26,0.0,41.99,1
75572,84632,Historical,664749,S,1,0,1179915,49.95,2013,17,36.09,39.54,1
31031,31713,Historical,110144,D,2,1,1137388,4.99,2009,66,123.69,9.48,0
6264,6497,Historical,110707,D,6,1,362679,62.49,2007,22,78.99,28.94,0
55871,62250,Historical,607407,S,4,1,79311,80.8,2008,46,8.55,36.85,0
59037,65786,Historical,860744,S,0,0,767902,37.95,2012,19,39.21,25.97,0
4424,4643,Historical,609152,D,5,1,140638,74.95,2002,38,75.99,60.86,0
66134,73850,Historical,565756,S,1,0,679646,85.0,2005,39,20.62,52.13,0
63930,71316,Historical,528772,S,6,1,1103012,20.0,2008,81,3.91,7.91,0
3651,3839,Historical,3138944,D,0,0,5670260,14.95,2003,11,54.9,93.55,0
45265,51126,Historical,210928,S,4,1,1657044,42.95,2005,69,25.0,6.82,0
75993,85104,Historical,109021,S,7,1,1315446,142.75,2006,19,47.99,53.99,0
42097,47870,Historical,543726,S,4,1,12233,115.0,2013,120,63.39,74.0,0
55926,62308,Historical,192918,S,2,1,778209,61.95,2003,18,0.0,33.88,0
58930,65670,Historical,607186,S,2,1,116899,117.0,2001,49,113.98,6.49,0
65385,73001,Historical,762002,S,3,1,371470,78.99,2006,30,38.63,55.26,0
71653,80148,Historical,561340,S,2,1,411831,79.0,2010,38,29.74,14.99,0
12932,13280,Historical,570572,D,1,0,545068,312.95,2010,85,135.49,8.85,0
39997,44754,Historical,895948,S,4,1,4293724,49.95,2005,16,41.68,61.23,0
44708,50565,Historical,658530,S,1,0,961536,61.15,2009,41,13.78,72.43,1
23891,24423,Historical,127664,D,3,1,5756033,55.0,2005,25,40.81,48.59,0
73082,81760,Historical,2540853,S,2,1,259311,31.95,2002,36,18.11,25.87,0
73738,82546,Historical,721870,S,0,0,1187341,74.0,2005,37,0.0,6.97,0
48320,54232,Historical,651070,S,2,1,7184029,85.0,1999,17,25.46,59.65,0
7787,8039,Historical,200443,D,1,0,222826,67.95,2009,50,33.5,43.75,0
5465,5692,Historical,907110,D,1,0,1504667,55.0,2004,15,103.52,49.2,1
20721,21200,Historical,285970,D,4,1,305790,173.8,2005,35,114.67,42.49,0
37711,41096,Historical,107820,S,7,1,1020994,56.59,2001,24,4.0,44.36,0
50035,55974,Historical,177863,S,8,1,1118688,160.95,2005,67,6.93,10.41,0
73760,82574,Historical,51865,S,9,1,1367162,129.8,2003,60,123.99,5.38,1
58842,65570,Historical,564950,S,2,1,911020,50.95,2010,25,28.99,30.92,0
20638,21117,Historical,53845,D,8,1,68979,191.95,2007,51,67.99,22.09,0
67082,74938,Historical,108313,S,6,1,3911068,10.2,2004,23,81.84,10.2,0
33967,34730,Historical,197441,D,0,0,728386,27.95,2008,39,19.71,21.89,0
70404,78774,Historical,628927,S,0,0,92352,84.95,2003,42,42.28,72.99,0
29478,30127,Historical,200382,D,5,1,473842,87.95,2008,42,48.4,21.51,0
62904,70184,Historical,754044,S,1,0,133661,110.95,2012,21,0.0,52.91,0
43941,49795,Historical,607549,S,4,1,5448367,56.95,2000,17,22.82,53.04,0
3277,3436,Historical,873346,D,1,0,2551764,38.95,1996,20,35.78,6.17,0
25757,26329,Historical,247818,D,0,0,1444277,63.95,2007,27,69.69,54.86,1
46547,52432,Historical,112352,S,1,0,380350,154.75,2009,68,27.08,88.99,1
72395,80951,Historical,541575,S,4,1,57131,79.95,2011,52,35.58,41.77,0
28977,29608,Historical,54944,D,4,1,81693,19.94,2008,83,53.99,12.79,0
67358,75242,Historical,118968,S,10,1,116612,103.95,2008,46,32.99,65.95,0
49573,55505,Historical,717522,S,4,1,2262491,91.95,1999,23,18.99,19.89,0
49549,55481,Historical,129239,S,6,1,598473,45.0,2010,37,43.98,24.47,0
17573,17991,Historical,545284,D,3,1,168927,89.95,2013,36,48.49,59.87,1
44066,49920,Historical,1677727,S,0,0,553256,59.95,2010,18,115.77,51.5,0
27386,27986,Historical,120797,D,6,1,2618788,97.33,2009,22,26.1,92.62,0
34385,35162,Historical,55049,D,9,1,680412,96.95,2009,22,49.44,64.47,0
29158,29795,Historical,618970,D,5,1,409391,44.95,2009,35,45.22,13.98,0
269,277,Historical,57085,D,1,0,314875,116.0,2004,62,70.94,26.98,1
43385,49232,Historical,192886,S,4,1,1420789,129.0,2003,26,64.98,19.99,0
6275,6508,Historical,53589,D,6,1,907468,108.4,2006,107,94.87,13.92,0
54673,60900,Historical,631689,S,6,1,564779,111.95,2008,18,41.09,28.98,0
42777,48610,Historical,132707,S,4,1,1329291,28.67,2009,42,9.94,5.76,0
58788,65509,Historical,603251,S,8,1,1104946,46.42,2006,18,13.0,48.74,0
28467,29084,Historical,608005,D,8,1,2437641,68.95,2005,32,29.08,12.83,0
16131,16524,Historical,52816,D,1,0,561374,18.95,2007,129,95.33,13.98,1
11019,11334,Historical,252668,D,2,1,327122,151.5,2011,54,104.57,82.38,1
31343,32032,Historical,873171,D,4,1,682420,51.29,2005,50,118.92,43.23,1
52553,58570,Historical,181311,S,3,1,319742,53.95,2006,65,22.72,41.76,1
24395,24936,Historical,58508,D,7,1,140969,98.64,2009,62,83.19,38.97,1
28172,28788,Historical,834039,D,13,1,5931597,135.0,1996,14,18.99,182.92,0
20604,21083,Historical,54698,D,1,0,84556,111.67,2008,176,68.49,32.98,1
16994,17404,Historical,641651,D,1,0,1394732,64.95,2007,22,54.49,87.57,1
14650,15025,Historical,2851298,D,1,0,3189703,109.95,2002,18,92.52,89.41,0
30208,30873,Historical,142052,D,7,1,234796,34.4,2011,81,78.29,22.46,1
34409,35187,Historical,54540,D,8,1,677856,78.75,2008,74,84.89,12.96,1
11000,11315,Historical,53875,D,8,1,75031,318.95,2005,155,143.23,77.35,0
2222,2323,Historical,112838,D,6,1,4269283,165.0,2005,12,29.59,693.21,0
9964,10252,Historical,550199,D,5,1,380518,45.95,2006,77,106.45,18.94,0
5901,6131,Historical,658160,D,9,1,64729,43.0,2012,34,41.93,40.39,0
11898,12227,Historical,217787,D,3,1,869383,67.99,2006,40,46.82,51.05,0
52333,58344,Historical,3485210,S,3,1,4057221,80.8,1999,32,0.0,13.98,0
21564,22061,Historical,2216754,D,1,0,1760402,98.0,2008,13,0.0,92.95,0
68712,76804,Historical,50134,S,3,1,1722642,272.95,2003,108,103.98,5.5,0
33256,34002,Historical,3564586,D,3,1,3530731,173.95,2001,10,0.0,181.27,0
52846,58878,Historical,747596,S,3,1,611889,45.0,2003,30,17.52,45.67,0
59734,66578,Historical,867583,S,2,1,449224,49.99,2014,35,26.99,32.78,0
34132,34901,Historical,161783,D,1,0,1119777,0.0,2006,57,67.97,39.44,0
39286,43917,Historical,657778,S,19,1,1457247,125.0,1995,15,40.64,73.83,0
48897,54818,Historical,431072,S,2,1,1074608,29.99,2008,42,26.3,10.75,0
35481,36538,Historical,291749,S,4,1,564960,261.95,2008,21,9.83,33.94,0
5292,5516,Historical,663587,D,9,1,5119,176.95,2014,76,83.3,72.99,1
34871,35663,Historical,593591,D,2,1,406477,80.53,2011,89,64.59,33.54,0
54789,61034,Historical,609008,S,5,1,827962,29.99,2010,63,11.96,6.82,0
18597,19030,Historical,608777,D,8,1,1599921,181.95,2005,42,77.65,17.98,0
40954,45986,Historical,757919,S,2,1,1309542,100.0,2002,21,0.0,0.0,0
21700,22201,Historical,52369,D,4,1,56467,220.95,2010,66,82.99,53.49,0
1889,1981,Historical,834571,D,14,1,4251136,149.0,1998,27,18.99,50.89,0
35008,35801,Historical,169341,D,2,1,3385809,49.95,2007,32,38.67,7.94,0
26332,26917,Historical,616955,D,1,0,99648,35.95,2007,149,23.93,18.94,1
51311,57282,Historical,131866,S,1,0,261010,43.99,2005,55,35.51,17.48,0
54726,60962,Historical,827190,S,4,1,1996797,40.95,1998,28,89.46,21.98,0
15551,15940,Historical,550474,D,1,0,20287,139.0,2012,69,0.0,0.0,0
56364,62800,Historical,1476292,S,9,1,686626,110.0,2012,10,34.08,110.0,0
35456,36474,Historical,536377,S,7,1,17097,37.95,2012,48,16.0,23.97,0
34799,35589,Historical,52989,D,5,1,1179660,224.95,2007,44,75.1,9.69,0
18579,19012,Historical,169882,D,4,1,193278,193.95,2010,67,107.91,31.58,0
27547,28150,Historical,2847023,D,3,1,4684874,53.95,1994,14,97.34,100.0,0
35922,37245,Historical,898864,S,2,1,1449237,116.0,2013,11,105.98,23.85,0
45991,51867,Historical,117723,S,3,1,78120,153.33,2006,99,5.1,18.49,0
49271,55198,Historical,264209,S,2,1,994639,35.95,2002,70,22.84,8.72,1
4751,4972,Historical,763760,D,3,1,2226786,69.95,1999,31,143.99,4.69,1
44925,50784,Historical,909361,S,2,1,2615729,35.95,2005,21,33.93,8.98,0
43443,49291,Historical,587620,S,1,0,1079845,140.95,2011,33,36.99,83.79,0
41392,46731,Historical,872472,S,2,1,123729,83.95,2015,28,29.49,43.7,0
74580,83515,Historical,616679,S,4,1,806528,53.95,1999,55,4.24,7.84,0
68515,76588,Historical,553064,S,0,0,1736498,0.0,2006,14,45.31,88.19,0
35802,37104,Historical,250403,S,17,1,1464961,21.38,2006,33,68.99,12.94,0
21970,22473,Historical,540921,D,5,1,216962,69.95,2007,103,53.12,17.99,1
67009,74857,Historical,147072,S,3,1,885437,71.95,2003,73,62.27,5.46,0
47981,53889,Historical,528597,S,3,1,2701486,59.95,2008,12,32.97,33.19,0
49963,55900,Historical,569899,S,2,1,1066023,266.95,2002,50,117.69,19.99,0
15360,15746,Historical,515360,D,12,1,285357,185.0,2008,47,172.15,53.23,0
27634,28238,Historical,147666,D,6,1,205684,103.0,2011,83,83.98,28.79,1
55106,61379,Historical,1460709,S,0,0,512551,7.99,2006,93,0.0,5.1,0
8304,8563,Historical,631475,D,1,0,45313,156.0,2011,48,148.92,98.97,1
22791,23307,Historical,876847,D,0,0,557152,17.95,2006,39,55.93,14.99,1
29424,30072,Historical,57865,D,7,1,315572,299.95,2006,108,139.95,13.99,1
25424,25988,Historical,114585,D,2,1,911985,98.0,2003,25,68.9,39.99,0
74777,83735,Historical,56495,S,7,1,3634961,92.2,2004,29,124.97,12.24,0
42304,48101,Historical,1964730,S,6,1,4147460,173.98,2012,11,154.25,173.83,0
71793,80296,Historical,451722,S,6,1,1960974,118.95,2008,36,28.63,35.24,0
31018,31700,Historical,495630,D,5,1,919306,118.0,2009,55,35.29,23.06,0
39263,43868,Historical,652980,S,2,1,845233,116.2,2004,14,71.88,29.94,0
22295,22801,Historical,248455,D,10,1,525118,102.95,2008,62,61.99,43.49,0
57166,63673,Historical,56106,S,0,0,896071,27.95,2005,196,11.95,5.29,0
6535,6770,Historical,55198,D,8,1,108429,57.94,2008,61,92.87,73.87,0
6226,6459,Historical,52220,D,9,1,661257,28.91,2007,83,36.67,23.19,0
8428,8689,Historical,2594220,D,0,0,3755324,23.99,1987,41,16.69,32.49,0
52451,58467,Historical,911723,S,0,0,860829,15.99,2006,26,27.77,11.96,0
61916,69049,Historical,655224,S,3,1,271609,63.0,2013,29,23.99,41.42,0
8326,8585,Historical,58386,D,3,1,343595,69.95,2007,67,72.76,23.47,0
40289,45137,Historical,118785,S,4,1,30048,117.6,2011,41,147.0,85.09,0
39188,43720,Historical,637035,S,6,1,1090972,142.67,2010,14,108.42,153.99,0
17513,17929,Historical,272327,D,1,0,3897917,89.95,2006,38,46.69,8.12,0
50276,56222,Historical,607422,S,3,1,1074809,98.0,1998,25,11.97,73.42,0
66516,74279,Historical,860887,S,2,1,1019600,155.0,2012,21,35.04,60.97,0
34521,35301,Historical,192896,D,8,1,1696588,93.95,2002,28,71.78,23.2,0
48370,54283,Historical,114142,S,0,0,375995,25.95,2001,39,25.98,49.19,0
63202,70501,Historical,342854,S,2,1,466514,255.75,2006,33,53.99,59.99,0
2649,2768,Historical,3244564,D,4,1,3306438,16.39,2005,16,0.0,68.81,0
23806,24336,Historical,112044,D,3,1,1288941,12.17,2012,48,51.58,12.17,0
10814,11126,Historical,51001,D,4,1,1593568,119.95,2005,43,30.89,21.24,0
35485,36543,Historical,435007,S,5,1,622006,146.6,2010,25,62.31,46.98,0
71402,79875,Historical,921048,S,9,1,729946,44.2,2009,44,0.0,17.48,0
53181,59249,Historical,290938,S,5,1,1991420,171.95,2008,16,114.99,51.98,0
18603,19036,Historical,876677,D,2,1,922406,29.79,2009,20,53.97,15.16,1
11612,11938,Historical,53639,D,10,1,505396,285.95,2009,103,139.63,19.87,0
70204,78542,Historical,288476,S,4,1,614177,43.0,2010,24,35.01,43.0,0
32890,33628,Historical,145454,D,3,1,571595,57.0,2006,54,35.21,6.87,1
5227,5451,Historical,295021,D,0,0,2981768,45.95,2000,33,57.99,23.94,0
9911,10198,Historical,534095,D,3,1,3277271,28.5,1994,24,33.99,68.66,0
74558,83491,Historical,1633941,S,1,0,179398,59.99,2015,13,0.0,46.95,0
6777,7012,Historical,212920,D,1,0,1570209,59.95,1998,29,52.63,43.89,0
15534,15923,Historical,51230,D,4,1,401773,303.95,2005,81,75.28,25.37,1
7897,8150,Historical,518400,D,3,1,2441097,135.0,2006,18,108.99,28.26,0
67828,75793,Historical,610105,S,9,1,6298,89.95,2013,70,46.57,63.99,0
59713,66551,Historical,866987,S,3,1,4539,56.96,2014,49,51.8,51.38,0
8349,8608,Historical,644665,D,0,0,709249,59.99,2012,17,0.0,0.0,0
7276,7516,Historical,56246,D,2,1,1012295,67.8,2004,52,114.51,8.84,0
67749,75707,Historical,162432,S,0,0,46951,14.95,2008,90,12.46,8.77,0
39200,43739,Historical,638620,S,2,1,676515,213.95,2001,39,4.03,53.94,0
66261,73988,Historical,617656,S,1,0,62616,59.99,2008,63,0.0,36.2,0
66308,74041,Historical,538676,S,6,1,52624,55.25,2012,38,64.34,30.83,0
62179,69360,Historical,902354,S,2,1,308851,46.95,2014,22,34.55,40.48,0
12886,13233,Historical,164350,D,1,0,1826078,110.0,2004,28,61.38,59.49,1
73480,82236,Historical,2435254,S,2,1,462730,47.95,2001,14,0.0,14.16,0
71161,79615,Historical,315153,S,2,1,65138,192.0,2008,56,106.69,64.97,0
67526,75441,Historical,748819,S,3,1,1162031,73.0,2008,26,33.94,46.87,0
63794,71163,Historical,893030,S,1,0,103782,52.0,2014,15,0.0,28.97,0
53698,59808,Historical,2098778,S,3,1,402041,49.95,2014,13,28.97,31.6,0
11018,11333,Historical,53877,D,8,1,868022,33.96,2005,104,119.05,27.99,1
68216,76239,Historical,610078,S,3,1,20526,49.95,2013,88,31.74,33.97,0
71915,80423,Historical,141649,S,10,1,1360537,58.57,2004,45,0.0,54.97,1
31751,32450,Historical,171701,D,4,1,308533,41.95,2000,71,27.98,13.98,0
41069,46138,Historical,1625271,S,7,1,183003,59.99,2015,17,48.03,39.27,0
67897,75867,Historical,635645,S,2,1,95941,59.99,2012,54,24.96,41.06,0
38599,42833,Historical,365051,S,2,1,5910317,31.95,1995,20,35.89,48.15,0
53155,59223,Historical,212494,S,3,1,400183,109.8,2004,17,15.5,72.39,0
18929,19370,Historical,625779,D,1,0,2951079,75.0,1989,23,20.95,73.33,0
13012,13362,Historical,217280,D,6,1,1720713,36.0,2006,31,23.14,5.18,0
46096,51973,Historical,637241,S,10,1,972929,57.95,2007,26,0.0,23.09,0
68560,76639,Historical,626650,S,4,1,481854,134.0,2013,44,22.38,61.9,0
60585,67538,Historical,908481,S,2,1,2597656,25.13,1999,23,34.39,32.98,0
74400,83290,Historical,2216273,S,2,1,904494,70.0,2011,28,20.49,19.95,0
74720,83672,Historical,860242,S,2,1,486071,59.0,2010,24,33.96,39.24,0
4506,4725,Historical,913881,D,3,1,745885,63.92,2011,27,103.84,28.97,0
24514,25056,Historical,252713,D,2,1,72247,315.5,2011,83,63.14,35.99,0
5011,5235,Historical,609842,D,4,1,24102,131.6,2012,88,45.81,14.99,1
8800,9068,Historical,451782,D,2,1,729113,229.95,2009,53,33.91,34.5,0
6850,7085,Historical,51305,D,8,1,1984566,0.0,2010,30,83.99,47.36,0
38261,42227,Historical,2339218,S,3,1,2758196,154.47,1984,21,37.57,77.68,0
48957,54880,Historical,147180,S,3,1,1366941,105.0,2006,15,61.06,53.99,0
72975,81638,Historical,174906,S,2,1,985038,44.99,2005,29,17.04,28.99,0
73903,82737,Historical,285872,S,1,0,183760,180.2,2004,35,0.0,124.27,1
7761,8013,Historical,902551,D,1,0,891089,52.0,2001,20,55.95,51.98,0
29137,29773,Historical,1839691,D,5,1,3448179,328.0,2008,17,180.48,132.98,0
62381,69598,Historical,2165772,S,8,1,80694,74.25,2014,66,52.27,41.99,0
70405,78775,Historical,263813,S,0,0,605702,59.98,2001,44,42.28,146.76,0
2976,3113,Historical,321611,D,2,1,1192735,84.4,1995,18,50.09,138.85,0
3662,3857,Historical,2422125,D,1,0,4803590,12.95,1970,11,0.0,2624.53,0
47747,53651,Historical,3108191,S,2,1,375538,44.99,2015,10,0.0,26.05,0
64404,71856,Historical,2849820,S,0,0,34767,32.94,2001,58,36.94,21.98,0
29639,30290,Historical,266164,D,1,0,4708478,149.0,2006,15,88.99,12.49,0
49232,55158,Historical,580699,S,3,1,436880,60.0,2007,65,25.54,24.2,0
49117,55041,Historical,106906,S,2,1,1696360,64.99,2001,36,9.92,7.92,0
69880,78144,Historical,132815,S,1,0,856438,51.33,2009,36,35.99,33.99,0
24277,24814,Historical,165676,D,3,1,99735,72.62,2004,31,62.99,52.99,0
60677,67647,Historical,2048970,S,18,1,3810257,104.25,2009,16,9.58,85.74,0
69667,77891,Historical,627919,S,0,0,813837,52.0,2012,45,50.97,15.99,0
5419,5645,Historical,852054,D,1,0,2254369,66.56,2000,27,5.43,14.15,1
39251,43841,Historical,649246,S,2,1,404074,65.0,2004,21,16.32,46.0,0
41661,47183,Historical,3057321,S,2,1,1400885,103.25,2005,31,6.05,58.82,0
74795,83754,Historical,632280,S,3,1,368850,81.25,2007,21,0.0,58.99,0
33919,34678,Historical,502757,D,3,1,1712524,103.0,2006,51,22.94,8.99,0
14897,15275,Historical,417073,D,2,1,6478923,0.0,2006,17,63.98,38.99,0
73289,82015,Historical,913236,S,3,1,115918,126.0,2014,26,102.16,33.99,0
4475,4694,Historical,58300,D,9,1,80899,202.25,2009,51,120.75,86.84,0
10809,11121,Historical,744961,D,0,0,11505800,0.0,2005,11,30.89,26.76,0
5024,5248,Historical,657876,D,13,1,29717,286.0,2013,45,123.98,44.98,0
50655,56616,Historical,3246531,S,4,1,2212908,25.36,2001,38,33.34,54.89,0
62080,69242,Historical,627464,S,7,1,635855,40.0,2009,24,161.73,33.99,0
43073,48914,Historical,169300,S,3,1,3167369,102.95,2006,17,16.67,67.52,0
24558,25101,Historical,420168,D,1,0,1256086,142.0,2009,20,68.99,58.83,1
1041,1049,Historical,600113,D,7,1,2808721,175.0,2006,22,25.97,21.99,0
27299,27898,Historical,535477,D,12,1,33606,153.95,2013,115,93.99,38.99,0
42914,48749,Historical,2022478,S,2,1,458904,39.63,2011,13,0.0,122.31,0
4769,4990,Historical,170168,D,6,1,1735667,295.95,2010,38,50.97,13.99,1
59940,66812,Historical,201202,S,1,0,845484,49.99,2004,28,0.0,0.0,0
9915,10202,Historical,2261433,D,1,0,3836463,222.61,2008,27,148.27,145.62,0
40797,45771,Historical,3504461,S,5,1,447983,199.99,2016,0,0.0,176.46,0
73294,82020,Historical,427941,S,2,1,229159,60.8,2011,42,4.95,38.99,0
60355,67277,Historical,655578,S,3,1,287397,37.25,2011,23,58.99,31.68,0
3771,3972,Historical,721258,D,1,0,2108116,49.95,2006,36,37.18,19.95,1
13497,13852,Historical,877754,D,8,1,1211992,95.87,2007,51,53.99,64.32,1
39985,44741,Historical,892726,S,7,1,2227779,249.73,2014,13,203.99,187.96,0
75699,84764,Historical,154236,S,9,1,37976,131.25,1997,29,0.0,86.97,0
74645,83593,Historical,53379,S,7,1,2268511,178.5,2003,119,150.43,13.39,0
45148,51009,Historical,248299,S,9,1,4440320,190.95,2004,28,57.17,7.89,0
29112,29748,Historical,609231,D,5,1,1556878,124.95,2007,61,61.75,31.4,0
2952,3089,Historical,2663775,D,0,0,4334182,95.0,1993,23,47.68,45.68,0
20329,20801,Historical,567753,D,2,1,4124763,46.95,2008,21,13.16,33.49,0
4548,4768,Historical,874291,D,3,1,947330,58.17,2011,47,53.05,62.36,1
56991,63484,Historical,555838,S,2,1,121800,65.95,2006,28,16.02,20.81,0
12128,12463,Historical,52367,D,10,1,226987,188.67,2008,182,83.99,15.97,1
41411,46757,Historical,1827258,S,2,1,274505,37.4,2014,10,0.0,35.82,0
11023,11338,Historical,713904,D,1,0,4054341,122.0,2000,32,78.59,22.99,0
18707,19140,Historical,170011,D,4,1,823962,184.95,2009,62,100.82,6.78,1
39434,44119,Historical,705873,S,21,1,187167,268.75,2013,18,185.99,302.28,0
61372,68425,Historical,664172,S,3,1,59607,105.6,2013,49,26.24,85.97,0
14286,14649,Historical,869145,D,7,1,338949,24.0,2006,13,32.82,31.94,1
25107,25666,Historical,744633,D,3,1,3448221,69.95,2003,13,39.95,97.03,0
67820,75784,Historical,527265,S,3,1,340612,109.2,2002,38,51.97,108.95,0
33277,34024,Historical,3084503,D,0,0,3125438,19.95,2005,31,23.37,11.93,0
20510,20986,Historical,1587766,D,0,0,1956258,53.5,2006,27,52.95,65.94,0
37390,40458,Historical,641979,S,3,1,281963,34.95,2013,38,30.93,24.91,0
21178,21666,Historical,226011,D,1,0,4110047,79.95,2006,10,68.94,38.99,0
15985,16377,Historical,338274,D,2,1,9544122,78.0,2001,19,41.72,42.98,0
60969,67981,Historical,607185,S,9,1,3600712,101.33,2001,50,20.09,23.98,0
74384,83271,Historical,525461,S,5,1,519808,68.95,2008,39,45.88,31.99,0
10006,10295,Historical,595071,D,7,1,163484,167.95,2012,62,70.23,83.99,1
10724,11034,Historical,260080,D,0,0,2815644,45.95,2003,36,38.5,7.98,0
32289,33008,Historical,416484,D,6,1,920481,60.68,2005,37,81.84,45.65,0
22323,22829,Historical,120164,D,5,1,208419,82.4,2009,76,49.48,40.99,0
43859,49713,Historical,468672,S,2,1,1210562,147.0,2008,36,104.11,24.41,0
54483,60689,Historical,125537,S,0,0,102039,76.95,1995,22,0.0,43.34,0
30339,31010,Historical,592089,D,1,0,1103602,102.0,2007,37,43.99,10.89,0
8744,9011,Historical,183428,D,8,1,798391,94.36,2006,32,36.39,25.46,1
31352,32041,Historical,1567284,D,0,0,7993649,0.0,2008,14,38.03,187.75,0
12639,12983,Historical,596595,D,3,1,2565838,89.95,2003,33,55.79,11.26,0
25831,26403,Historical,57945,D,3,1,248112,85.0,2010,78,68.34,13.96,0
60931,67940,Historical,864656,S,3,1,182215,68.95,2013,17,44.56,45.89,1
25673,26245,Historical,51727,D,6,1,24434,148.0,2010,116,128.99,71.63,0
23928,24461,Historical,608474,D,9,1,1416077,178.95,2010,35,120.85,13.11,1
69703,77935,Historical,667231,S,2,1,506872,43.0,2012,17,18.94,42.97,0
51851,57843,Historical,202503,S,2,1,2843060,80.0,2001,37,75.81,18.98,0
30976,31656,Historical,166481,D,5,1,306063,15.99,2006,63,29.76,17.67,0
15043,15424,Historical,644576,D,7,1,222538,107.0,2012,31,22.91,98.23,1
37440,40659,Historical,670469,S,0,0,154313,39.99,2005,14,0.0,64.98,0
63486,70819,Historical,2225704,S,5,1,1019476,40.0,2014,3,0.0,28.93,0
29455,30103,Historical,534108,D,4,1,136896,28.11,2005,47,133.87,28.97,1
15958,16350,Historical,170201,D,7,1,589321,124.95,2011,117,52.91,23.75,0
71974,80490,Historical,2626369,S,6,1,1890854,199.95,1995,22,4.0,109.56,0
48875,54796,Historical,631595,S,2,1,124016,106.64,2010,35,28.48,42.99,0
40015,44775,Historical,902283,S,7,1,641031,186.87,2012,26,73.06,123.98,0
64376,71826,Historical,539631,S,6,1,68569,191.0,2011,33,101.94,72.99,0
15366,15752,Historical,877026,D,10,1,1061849,205.85,2011,19,120.98,84.65,0
43125,48967,Historical,156967,S,2,1,1964937,48.95,2004,37,45.04,14.35,0
33050,33791,Historical,1481677,D,2,1,2468392,156.6,2007,31,59.98,28.99,0
25099,25658,Historical,535604,D,4,1,64441,133.95,2013,67,30.24,55.89,1
21433,21923,Historical,113841,D,7,1,2314713,111.33,2001,41,5.51,21.99,0
38690,43019,Historical,525651,S,14,1,1005410,39.99,2010,28,26.29,13.98,0
3845,4048,Historical,174858,D,3,1,341463,99.0,2008,116,63.39,46.85,0
10860,11173,Historical,55172,D,7,1,47150,230.2,2009,105,188.99,42.88,0
17899,18322,Historical,260012,D,1,0,309840,112.0,2009,55,98.98,38.98,0
58977,65722,Historical,109891,S,1,0,419642,125.75,2008,58,0.0,13.93,0
30710,31385,Historical,530249,D,8,1,144501,128.95,2011,54,15.77,29.44,0
5730,5959,Historical,244207,D,8,1,53065,172.95,2012,94,115.97,41.92,1
75075,84073,Historical,864044,S,2,1,178710,40.0,2011,25,18.97,26.53,0
16009,16402,Historical,164666,D,1,0,1391900,0.0,2003,29,73.56,61.38,0
16830,17237,Historical,121200,D,5,1,133779,121.4,2010,46,66.59,58.99,0
72844,81475,Historical,2610108,S,2,1,688552,34.99,1999,58,13.6,19.82,0
39097,43561,Historical,622701,S,10,1,358031,70.4,2008,23,36.46,33.15,0
47020,52913,Historical,626441,S,1,0,133528,41.95,2004,39,29.86,28.98,0
71670,80167,Historical,561181,S,5,1,1227274,60.8,2009,46,26.25,16.24,0
520,528,Historical,120808,D,4,1,547799,150.07,2009,19,97.21,47.99,0
