,0
11723,0.13
11724,0.27
11725,0.26
11726,0.22
11727,0.43
11728,0.72
11729,0.37
11730,0.05
11731,0.41
11732,0.05
11733,0.34
11734,0.17
11735,0.58
11736,0.29
11737,0.44
11738,0.23
11739,0.17
11740,0.02
11741,0.4
11742,0.15
11743,0.58
11744,0.15
11745,0.86
11746,0.1
11747,0.23
11748,0.63
11749,0.03
11750,0.47
11751,0.04
11752,0.03
11753,0.44
11754,0.01
11755,0.18
11756,0.16
11757,0.42
11758,0.76
11759,0.72
11760,0.55
11761,0.13
11762,0.12
11763,0.01
11764,0.33
11765,0.12
11766,0.07
11767,0.55
11768,0.0
11769,0.03
11770,0.57
11771,0.17
11772,0.49
11773,0.38
11774,0.11
11775,0.36
11776,0.05
11777,0.14
11778,0.65
11779,0.13
11780,0.01
11781,0.2
11782,0.06
11783,0.12
11784,0.18
11785,0.17
11786,0.13
11787,0.07
11788,0.33
11789,0.28
11790,0.41
11791,0.03
11792,0.0
11793,0.41
11794,0.1
11795,0.37
11796,0.24
11797,0.0
11798,0.33
11799,0.37
11800,0.03
11801,0.13
11802,0.08
11803,0.25
11804,0.11
11805,0.5
11806,0.51
11807,0.09
11808,0.45
11809,0.39
11810,0.29
11811,0.63
11812,0.71
11813,0.2
11814,0.17
11815,0.09
11816,0.17
11817,0.12
11818,0.25
11819,0.22
11820,0.06
11821,0.3
11822,0.42
11823,0.01
11824,0.03
11825,0.14
11826,0.35
11827,0.51
11828,0.54
11829,0.79
11830,0.64
11831,0.46
11832,0.3
11833,0.28
11834,0.77
11835,0.22
11836,0.08
11837,0.28
11838,0.56
11839,0.11
11840,0.73
11841,0.11
11842,0.2
11843,0.03
11844,0.29
11845,0.62
11846,0.07
11847,0.13
11848,0.51
11849,0.03
11850,0.73
11851,0.4
11852,0.63
11853,0.27
11854,0.4
11855,0.03
11856,0.41
11857,0.19
11858,0.32
11859,0.31
11860,0.08
11861,0.05
11862,0.07
11863,0.03
11864,0.05
11865,0.44
11866,0.21
11867,0.17
11868,0.58
11869,0.56
11870,0.03
11871,0.08
11872,0.12
11873,0.42
11874,0.15
11875,0.32
11876,0.05
11877,0.68
11878,0.17
11879,0.31
11880,0.17
11881,0.42
11882,0.0
11883,0.16
11884,0.07
11885,0.03
11886,0.31
11887,0.25
11888,0.35
11889,0.53
11890,0.08
11891,0.05
11892,0.41
11893,0.26
11894,0.08
11895,0.06
11896,0.53
11897,0.28
11898,0.29
11899,0.2
11900,0.53
11901,0.76
11902,0.85
11903,0.29
11904,0.14
11905,0.05
11906,0.26
11907,0.54
11908,0.09
11909,0.19
11910,0.63
11911,0.13
11912,0.08
11913,0.06
11914,0.0
11915,0.07
11916,0.65
11917,0.14
11918,0.24
11919,0.11
11920,0.03
11921,0.52
11922,0.27
11923,0.14
11924,0.23
11925,0.26
11926,0.17
11927,0.12
11928,0.05
11929,0.15
11930,0.15
11931,0.22
11932,0.14
11933,0.2
11934,0.76
11935,0.15
11936,0.64
11937,0.07
11938,0.04
11939,0.43
11940,0.34
11941,0.17
11942,0.43
11943,0.02
11944,0.15
11945,0.26
11946,0.5
11947,0.42
11948,0.44
11949,0.39
11950,0.32
11951,0.53
11952,0.17
11953,0.59
11954,0.01
11955,0.46
11956,0.5
11957,0.26
11958,0.33
11959,0.02
11960,0.03
11961,0.15
11962,0.31
11963,0.29
11964,0.07
11965,0.61
11966,0.33
11967,0.63
11968,0.13
11969,0.32
11970,0.25
11971,0.25
11972,0.53
11973,0.11
11974,0.32
11975,0.62
11976,0.05
11977,0.27
11978,0.15
11979,0.16
11980,0.15
11981,0.46
11982,0.32
11983,0.11
11984,0.56
11985,0.08
11986,0.37
11987,0.33
11988,0.57
11989,0.1
11990,0.1
11991,0.15
11992,0.02
11993,0.45
11994,0.55
11995,0.08
11996,0.04
11997,0.12
11998,0.19
11999,0.16
12000,0.09
12001,0.12
12002,0.39
12003,0.49
12004,0.26
12005,0.53
12006,0.16
12007,0.3
12008,0.05
12009,0.33
12010,0.08
12011,0.17
12012,0.09
12013,0.19
12014,0.25
12015,0.14
12016,0.04
12017,0.39
12018,0.51
12019,0.03
12020,0.46
12021,0.08
12022,0.48
12023,0.56
12024,0.16
12025,0.04
12026,0.17
12027,0.06
12028,0.2
12029,0.29
12030,0.05
12031,0.24
12032,0.46
12033,0.01
12034,0.06
12035,0.08
12036,0.38
12037,0.44
12038,0.52
12039,0.08
12040,0.58
12041,0.45
12042,0.06
12043,0.04
12044,0.18
12045,0.35
12046,0.05
12047,0.14
12048,0.4
12049,0.34
12050,0.18
12051,0.16
12052,0.54
12053,0.17
12054,0.04
12055,0.39
12056,0.13
12057,0.01
12058,0.43
12059,0.1
12060,0.43
12061,0.03
12062,0.1
12063,0.12
12064,0.27
12065,0.32
12066,0.3
12067,0.39
12068,0.03
12069,0.38
12070,0.03
12071,0.36
12072,0.03
12073,0.29
12074,0.03
12075,0.17
12076,0.44
12077,0.04
12078,0.43
12079,0.1
12080,0.46
12081,0.05
12082,0.25
12083,0.34
12084,0.03
12085,0.16
12086,0.19
12087,0.18
12088,0.44
12089,0.1
12090,0.06
12091,0.16
12092,0.72
12093,0.26
12094,0.13
12095,0.22
12096,0.35
12097,0.29
12098,0.12
12099,0.53
12100,0.1
12101,0.13
12102,0.08
12103,0.1
12104,0.6
12105,0.45
12106,0.48
12107,0.62
12108,0.1
12109,0.09
12110,0.44
12111,0.23
12112,0.21
12113,0.17
12114,0.17
12115,0.67
12116,0.17
12117,0.11
12118,0.09
12119,0.06
12120,0.1
12121,0.36
12122,0.07
12123,0.79
12124,0.11
12125,0.09
12126,0.06
12127,0.24
12128,0.14
12129,0.26
12130,0.31
12131,0.06
12132,0.7
12133,0.3
12134,0.16
12135,0.1
12136,0.06
12137,0.15
12138,0.2
12139,0.09
12140,0.31
12141,0.13
12142,0.49
12143,0.49
12144,0.41
12145,0.82
12146,0.53
12147,0.49
12148,0.51
12149,0.31
12150,0.61
12151,0.3
12152,0.14
12153,0.37
12154,0.15
12155,0.14
12156,0.16
12157,0.24
12158,0.37
12159,0.17
12160,0.08
12161,0.24
12162,0.64
12163,0.14
12164,0.38
12165,0.05
12166,0.11
12167,0.47
12168,0.71
12169,0.47
12170,0.34
12171,0.43
12172,0.66
12173,0.29
12174,0.14
12175,0.23
12176,0.06
12177,0.11
12178,0.53
12179,0.09
12180,0.02
12181,0.02
12182,0.22
12183,0.1
12184,0.02
12185,0.29
12186,0.2
12187,0.0
12188,0.55
12189,0.21
12190,0.52
12191,0.32
12192,0.24
12193,0.03
12194,0.05
12195,0.23
12196,0.11
12197,0.11
12198,0.11
12199,0.2
12200,0.35
12201,0.16
12202,0.33
12203,0.37
12204,0.29
12205,0.31
12206,0.73
12207,0.17
12208,0.03
12209,0.35
12210,0.56
12211,0.21
12212,0.34
12213,0.21
12214,0.04
12215,0.14
12216,0.59
12217,0.33
12218,0.07
12219,0.5
12220,0.39
12221,0.09
12222,0.08
12223,0.31
12224,0.33
12225,0.54
12226,0.44
12227,0.05
12228,0.12
12229,0.42
12230,0.15
12231,0.12
12232,0.45
12233,0.11
12234,0.13
12235,0.07
12236,0.25
12237,0.2
12238,0.22
12239,0.08
12240,0.34
12241,0.23
12242,0.3
12243,0.02
12244,0.33
12245,0.09
12246,0.19
12247,0.62
12248,0.68
12249,0.07
12250,0.24
12251,0.46
12252,0.07
12253,0.06
12254,0.21
12255,0.33
12256,0.11
12257,0.17
12258,0.15
12259,0.17
12260,0.07
12261,0.04
12262,0.85
12263,0.22
12264,0.22
12265,0.05
12266,0.47
12267,0.38
12268,0.08
12269,0.66
12270,0.22
12271,0.56
12272,0.05
12273,0.56
12274,0.0
12275,0.43
12276,0.18
12277,0.19
12278,0.5
12279,0.45
12280,0.35
12281,0.05
12282,0.06
12283,0.21
12284,0.52
12285,0.02
12286,0.33
12287,0.15
12288,0.08
12289,0.16
12290,0.41
12291,0.12
12292,0.17
12293,0.27
12294,0.13
12295,0.04
12296,0.19
12297,0.07
12298,0.19
12299,0.02
12300,0.29
12301,0.63
12302,0.21
12303,0.3
12304,0.13
12305,0.55
12306,0.42
12307,0.02
12308,0.58
12309,0.07
12310,0.33
12311,0.13
12312,0.09
12313,0.06
12314,0.07
12315,0.07
12316,0.4
12317,0.09
12318,0.14
12319,0.33
12320,0.06
12321,0.13
12322,0.15
12323,0.6
12324,0.01
12325,0.28
12326,0.09
12327,0.52
12328,0.1
12329,0.05
12330,0.61
12331,0.27
12332,0.22
12333,0.12
12334,0.94
12335,0.32
12336,0.36
12337,0.13
12338,0.62
12339,0.15
12340,0.19
12341,0.44
12342,0.31
12343,0.09
12344,0.48
12345,0.23
12346,0.15
12347,0.17
12348,0.47
12349,0.1
12350,0.48
12351,0.33
12352,0.07
12353,0.09
12354,0.09
12355,0.08
12356,0.4
12357,0.03
12358,0.06
12359,0.19
12360,0.15
12361,0.3
12362,0.3
12363,0.05
12364,0.02
12365,0.2
12366,0.26
12367,0.03
12368,0.22
12369,0.54
12370,0.45
12371,0.47
12372,0.57
12373,0.31
12374,0.05
12375,0.3
12376,0.34
12377,0.17
12378,0.49
12379,0.42
12380,0.61
12381,0.21
12382,0.11
12383,0.12
12384,0.4
12385,0.51
12386,0.14
12387,0.14
12388,0.14
12389,0.19
12390,0.84
12391,0.06
12392,0.2
12393,0.23
12394,0.44
12395,0.18
12396,0.12
12397,0.09
12398,0.0
12399,0.61
12400,0.49
12401,0.67
12402,0.76
12403,0.09
12404,0.27
12405,0.29
12406,0.06
12407,0.18
12408,0.03
12409,0.19
12410,0.11
12411,0.15
12412,0.17
12413,0.11
12414,0.11
12415,0.28
12416,0.33
12417,0.29
12418,0.16
12419,0.13
12420,0.47
12421,0.02
12422,0.97
12423,0.92
12424,0.11
12425,0.36
12426,0.03
12427,0.23
12428,0.04
12429,0.0
12430,0.23
12431,0.54
12432,0.4
12433,0.75
12434,0.19
12435,0.1
12436,0.05
12437,0.18
12438,0.0
12439,0.13
12440,0.16
12441,0.03
12442,0.36
12443,0.03
12444,0.1
12445,0.05
12446,0.46
12447,0.33
12448,0.32
12449,0.26
12450,0.63
12451,0.11
12452,0.64
12453,0.26
12454,0.43
12455,0.15
12456,0.2
12457,0.25
12458,0.01
12459,0.54
12460,0.1
12461,0.05
12462,0.24
12463,0.24
12464,0.64
12465,0.06
12466,0.05
12467,0.09
12468,0.15
12469,0.09
12470,0.59
12471,0.04
12472,0.28
12473,0.12
12474,0.23
12475,0.61
12476,0.08
12477,0.08
12478,0.22
12479,0.0
12480,0.08
12481,0.01
12482,0.09
12483,0.02
12484,0.0
12485,0.06
12486,0.18
12487,0.07
12488,0.07
12489,0.06
12490,0.64
12491,0.24
12492,0.44
12493,0.46
12494,0.01
12495,0.28
12496,0.22
12497,0.14
12498,0.06
12499,0.36
12500,0.21
12501,0.0
12502,0.14
12503,0.29
12504,0.29
12505,0.64
12506,0.11
12507,0.4
12508,0.15
12509,0.65
12510,0.22
12511,0.05
12512,0.12
12513,0.06
12514,0.13
12515,0.35
12516,0.46
12517,0.17
12518,0.24
12519,0.11
12520,0.15
12521,0.3
12522,0.46
12523,0.6
12524,0.01
12525,0.28
12526,0.16
12527,0.5
12528,0.49
12529,0.24
12530,0.15
12531,0.1
12532,0.21
12533,0.42
12534,0.54
12535,0.09
12536,0.15
12537,0.09
12538,0.49
12539,0.05
12540,0.54
12541,0.1
12542,0.15
12543,0.4
12544,0.46
12545,0.1
12546,0.43
12547,0.31
12548,0.08
12549,0.31
12550,0.64
12551,0.25
12552,0.27
12553,0.42
12554,0.42
12555,0.27
12556,0.19
12557,0.16
12558,0.25
12559,0.59
12560,0.45
12561,0.24
12562,0.19
12563,0.1
12564,0.04
12565,0.14
12566,0.6
12567,0.24
12568,0.06
12569,0.06
12570,0.11
12571,0.04
12572,0.12
12573,0.14
12574,0.56
12575,0.27
12576,0.42
12577,0.17
12578,0.1
12579,0.64
12580,0.23
12581,0.48
12582,0.09
12583,0.09
12584,0.5
12585,0.49
12586,0.0
12587,0.51
12588,0.47
12589,0.81
12590,0.41
12591,0.11
12592,0.43
12593,0.08
12594,0.66
12595,0.03
12596,0.21
12597,0.15
12598,0.11
12599,0.41
12600,0.25
12601,0.22
12602,0.03
12603,0.2
12604,0.22
12605,0.17
12606,0.05
12607,0.88
12608,0.08
12609,0.08
12610,0.18
12611,0.18
12612,0.08
12613,0.15
12614,0.21
12615,0.6
12616,0.27
12617,0.05
12618,0.21
12619,0.08
12620,0.58
12621,0.04
12622,0.65
12623,0.17
12624,0.16
12625,0.04
12626,0.16
12627,0.41
12628,0.41
12629,0.21
12630,0.45
12631,0.3
12632,0.12
12633,0.08
12634,0.46
12635,0.09
12636,0.19
12637,0.18
12638,0.19
12639,0.28
12640,0.44
12641,0.23
12642,0.11
12643,0.41
12644,0.02
12645,0.13
12646,0.41
12647,0.45
12648,0.18
12649,0.42
12650,0.65
12651,0.48
12652,0.54
12653,0.31
12654,0.9
12655,0.45
12656,0.52
12657,0.19
12658,0.03
12659,0.04
12660,0.38
12661,0.69
12662,0.19
12663,0.1
12664,0.62
12665,0.09
12666,0.04
12667,0.04
12668,0.06
12669,0.45
12670,0.02
12671,0.46
12672,0.23
12673,0.05
12674,0.48
12675,0.06
12676,0.11
12677,0.25
12678,0.56
12679,0.12
12680,0.43
12681,0.4
12682,0.52
12683,0.13
12684,0.3
12685,0.64
12686,0.2
12687,0.12
12688,0.22
12689,0.29
12690,0.13
12691,0.11
12692,0.34
12693,0.63
12694,0.28
12695,0.06
12696,0.08
12697,0.15
12698,0.29
12699,0.05
12700,0.51
12701,0.07
12702,0.02
12703,0.39
12704,0.28
12705,0.83
12706,0.07
12707,0.12
12708,0.12
12709,0.26
12710,0.03
12711,0.28
12712,0.11
12713,0.06
12714,0.09
12715,0.28
12716,0.08
12717,0.06
12718,0.36
12719,0.22
12720,0.61
12721,0.07
12722,0.63
12723,0.11
12724,0.01
12725,0.46
12726,0.61
12727,0.39
12728,0.0
12729,0.09
12730,0.68
12731,0.07
12732,0.41
12733,0.21
12734,0.4
12735,0.19
12736,0.19
12737,0.01
12738,0.3
12739,0.26
12740,0.34
12741,0.03
12742,0.31
12743,0.45
12744,0.34
12745,0.25
12746,0.54
12747,0.26
12748,0.26
12749,0.16
12750,0.28
12751,0.01
12752,0.25
12753,0.32
12754,0.02
12755,0.03
12756,0.25
12757,0.06
12758,0.39
12759,0.1
12760,0.14
12761,0.42
12762,0.21
12763,0.17
12764,0.59
12765,0.51
12766,0.58
12767,0.06
12768,0.42
12769,0.3
12770,0.46
12771,0.61
12772,0.14
12773,0.33
12774,0.14
12775,0.23
12776,0.32
12777,0.36
12778,0.29
12779,0.52
12780,0.34
12781,0.2
12782,0.12
12783,0.22
12784,0.11
12785,0.24
12786,0.34
12787,0.03
12788,0.31
12789,0.59
12790,0.03
12791,0.07
12792,0.31
12793,0.54
12794,0.38
12795,0.06
12796,0.12
12797,0.16
12798,0.05
12799,0.37
12800,0.07
12801,0.27
12802,0.29
12803,0.03
12804,0.03
12805,0.13
12806,0.28
12807,0.17
12808,0.36
12809,0.87
12810,0.22
12811,0.15
12812,0.13
12813,0.1
12814,0.47
12815,0.28
12816,0.18
12817,0.46
12818,0.29
12819,0.05
12820,0.34
12821,0.84
12822,0.24
12823,0.12
12824,0.18
12825,0.06
12826,0.4
12827,0.18
12828,0.13
12829,0.5
12830,0.22
12831,0.47
12832,0.24
12833,0.23
12834,0.27
12835,0.41
12836,0.3
12837,0.15
12838,0.11
12839,0.06
12840,0.48
12841,0.55
12842,0.08
12843,0.18
12844,0.05
12845,0.47
12846,0.07
12847,0.38
12848,0.08
12849,0.09
12850,0.69
12851,0.42
12852,0.05
12853,0.27
12854,0.07
12855,0.07
12856,0.27
12857,0.34
12858,0.45
12859,0.13
12860,0.4
12861,0.45
12862,0.24
12863,0.07
12864,0.81
12865,0.27
12866,0.44
12867,0.41
12868,0.19
12869,0.2
12870,0.37
12871,0.14
12872,0.06
12873,0.04
12874,0.24
12875,0.08
12876,0.54
12877,0.32
12878,0.46
12879,0.58
12880,0.05
12881,0.26
12882,0.13
12883,0.04
12884,0.2
12885,0.18
12886,0.45
12887,0.17
12888,0.4
12889,0.25
12890,0.44
12891,0.02
12892,0.1
12893,0.28
12894,0.35
12895,0.22
12896,0.24
12897,0.03
12898,0.36
12899,0.06
12900,0.65
12901,0.13
12902,0.08
12903,0.08
12904,0.25
12905,0.14
12906,0.51
12907,0.85
12908,0.16
12909,0.11
12910,0.09
12911,0.01
12912,0.48
12913,0.16
12914,0.07
12915,0.0
12916,0.65
12917,0.11
12918,0.15
12919,0.79
12920,0.32
12921,0.09
12922,0.03
12923,0.05
12924,0.0
12925,0.39
12926,0.25
12927,0.06
12928,0.05
12929,0.16
12930,0.18
12931,0.0
12932,0.18
12933,0.53
12934,0.22
12935,0.12
12936,0.11
12937,0.67
12938,0.2
12939,0.28
12940,0.25
12941,0.11
12942,0.09
12943,0.34
12944,0.4
12945,0.4
12946,0.21
12947,0.23
12948,0.12
12949,0.17
12950,0.59
12951,0.12
12952,0.04
12953,0.18
12954,0.34
12955,0.11
12956,0.09
12957,0.15
12958,0.12
12959,0.09
12960,0.09
12961,0.07
12962,0.2
12963,0.26
12964,0.38
12965,0.08
12966,0.74
12967,0.14
12968,0.19
12969,0.72
12970,0.02
12971,0.01
12972,0.15
12973,0.39
12974,0.19
12975,0.02
12976,0.35
12977,0.16
12978,0.18
12979,0.26
12980,0.07
12981,0.19
12982,0.19
12983,0.05
12984,0.11
12985,0.23
12986,0.4
12987,0.32
12988,0.11
12989,0.31
12990,0.48
12991,0.34
12992,0.44
12993,0.18
12994,0.47
12995,0.05
12996,0.1
12997,0.04
12998,0.27
12999,0.27
13000,0.26
13001,0.01
13002,0.1
13003,0.38
13004,0.55
13005,0.16
13006,0.21
13007,0.06
13008,0.18
13009,0.06
13010,0.27
13011,0.44
13012,0.24
13013,0.15
13014,0.22
13015,0.2
13016,0.51
13017,0.09
13018,0.17
13019,0.37
13020,0.05
13021,0.26
13022,0.14
13023,0.06
13024,0.05
13025,0.26
13026,0.65
13027,0.36
13028,0.04
13029,0.26
13030,0.34
13031,0.61
13032,0.56
13033,0.24
13034,0.14
13035,0.09
13036,0.48
13037,0.16
13038,0.54
13039,0.13
13040,0.04
13041,0.62
13042,0.23
13043,0.06
13044,0.21
13045,0.08
13046,0.38
13047,0.06
13048,0.35
13049,0.39
13050,0.01
13051,0.18
13052,0.16
13053,0.07
13054,0.19
13055,0.06
13056,0.1
13057,0.15
13058,0.46
13059,0.41
13060,0.19
13061,0.38
13062,0.25
13063,0.22
13064,0.15
13065,0.06
13066,0.04
13067,0.13
13068,0.1
13069,0.07
13070,0.15
13071,0.1
13072,0.45
13073,0.57
13074,0.0
13075,0.22
13076,0.38
13077,0.32
13078,0.02
13079,0.17
13080,0.04
13081,0.52
13082,0.16
13083,0.1
13084,0.35
13085,0.46
13086,0.13
13087,0.25
13088,0.23
13089,0.15
13090,0.09
13091,0.09
13092,0.29
13093,0.04
13094,0.53
13095,0.14
13096,0.2
13097,0.16
13098,0.1
13099,0.28
13100,0.2
13101,0.14
13102,0.08
13103,0.03
13104,0.43
13105,0.49
13106,0.03
13107,0.39
13108,0.47
13109,0.07
13110,0.11
13111,0.06
13112,0.28
13113,0.2
13114,0.18
13115,0.12
13116,0.64
13117,0.1
13118,0.58
13119,0.08
13120,0.59
13121,0.39
13122,0.3
13123,0.59
13124,0.39
13125,0.2
13126,0.35
13127,0.53
13128,0.09
13129,0.19
13130,0.11
13131,0.59
13132,0.22
13133,0.17
13134,0.19
13135,0.61
13136,0.04
13137,0.23
13138,0.25
13139,0.23
13140,0.18
13141,0.22
13142,0.82
13143,0.19
13144,0.32
13145,0.29
13146,0.24
13147,0.09
13148,0.04
13149,0.1
13150,0.57
13151,0.18
13152,0.18
13153,0.12
13154,0.45
13155,0.38
13156,0.37
13157,0.34
13158,0.27
13159,0.78
13160,0.1
13161,0.63
13162,0.09
13163,0.53
13164,0.47
13165,0.1
13166,0.46
13167,0.32
13168,0.25
13169,0.03
13170,0.15
13171,0.05
13172,0.08
13173,0.23
13174,0.03
13175,0.14
13176,0.25
13177,0.2
13178,0.44
13179,0.05
13180,0.07
13181,0.51
13182,0.04
13183,0.15
13184,0.21
13185,0.29
13186,0.14
13187,0.1
13188,0.33
13189,0.02
13190,0.1
13191,0.19
13192,0.11
13193,0.0
13194,0.28
13195,0.06
13196,0.05
13197,0.28
13198,0.23
13199,0.49
13200,0.69
13201,0.24
13202,0.85
13203,0.19
13204,0.1
13205,0.35
13206,0.13
13207,0.31
13208,0.27
13209,0.07
13210,0.55
13211,0.09
13212,0.23
13213,0.59
13214,0.06
13215,0.13
13216,0.11
13217,0.04
13218,0.18
13219,0.33
13220,0.21
13221,0.32
13222,0.53
13223,0.26
13224,0.3
13225,0.04
13226,0.67
13227,0.35
13228,0.2
13229,0.02
13230,0.09
13231,0.19
13232,0.13
13233,0.04
13234,0.53
13235,0.89
13236,0.67
13237,0.54
13238,0.06
13239,0.29
13240,0.17
13241,0.47
13242,0.09
13243,0.6
13244,0.09
13245,0.07
13246,0.1
13247,0.43
13248,0.16
13249,0.06
13250,0.19
13251,0.09
13252,0.07
13253,0.14
13254,0.17
13255,0.14
13256,0.18
13257,0.87
13258,0.25
13259,0.09
13260,0.1
13261,0.33
13262,0.63
13263,0.09
13264,0.18
13265,0.16
13266,0.08
13267,0.45
13268,0.3
13269,0.5
13270,0.38
13271,0.38
13272,0.52
13273,0.27
13274,0.28
13275,0.13
13276,0.07
13277,0.1
13278,0.24
13279,0.18
13280,0.12
13281,0.46
13282,0.16
13283,0.54
13284,0.07
13285,0.16
13286,0.4
13287,0.08
13288,0.26
13289,0.08
13290,0.35
13291,0.25
13292,0.29
13293,0.2
13294,0.25
13295,0.47
13296,0.32
13297,0.53
13298,0.23
13299,0.19
13300,0.54
13301,0.32
13302,0.16
13303,0.5
13304,0.58
13305,0.64
13306,0.21
13307,0.11
13308,0.25
13309,0.22
13310,0.4
13311,0.18
13312,0.19
13313,0.17
13314,0.06
13315,0.43
13316,0.05
13317,0.04
13318,0.74
13319,0.48
13320,0.11
13321,0.16
13322,0.26
13323,0.05
13324,0.22
13325,0.46
13326,0.35
13327,0.95
13328,0.73
13329,0.14
13330,0.23
13331,0.04
13332,0.4
13333,0.72
13334,0.31
13335,0.71
13336,0.59
13337,0.31
13338,0.11
13339,0.15
13340,0.1
13341,0.08
13342,0.06
13343,0.07
13344,0.03
13345,0.1
13346,0.24
13347,0.1
13348,0.27
13349,0.35
13350,0.12
13351,0.21
13352,0.28
13353,0.3
13354,0.22
13355,0.05
13356,0.12
13357,0.37
13358,0.02
13359,0.26
13360,0.42
13361,0.32
13362,0.53
13363,0.15
13364,0.06
13365,0.07
13366,0.15
13367,0.15
13368,0.05
13369,0.13
13370,0.44
13371,0.11
13372,0.25
13373,0.75
13374,0.18
13375,0.16
13376,0.29
13377,0.33
13378,0.62
13379,0.06
13380,0.1
13381,0.65
13382,0.3
13383,0.17
13384,0.11
13385,0.26
13386,0.13
13387,0.16
13388,0.24
13389,0.63
13390,0.01
13391,0.28
13392,0.5
13393,0.21
13394,0.06
13395,0.12
13396,0.29
13397,0.21
13398,0.34
13399,0.37
13400,0.86
13401,0.29
13402,0.11
13403,0.15
13404,0.04
13405,0.27
13406,0.06
13407,0.54
13408,0.49
13409,0.55
13410,0.73
13411,0.29
13412,0.16
13413,0.18
13414,0.28
13415,0.14
13416,0.57
13417,0.06
13418,0.03
13419,0.09
13420,0.47
13421,0.48
13422,0.12
13423,0.73
13424,0.1
13425,0.37
13426,0.47
13427,0.07
13428,0.4
13429,0.2
13430,0.33
13431,0.1
13432,0.09
13433,0.18
13434,0.53
13435,0.71
13436,0.38
13437,0.2
13438,0.04
13439,0.53
13440,0.33
13441,0.17
13442,0.03
13443,0.17
13444,0.95
13445,0.09
13446,0.25
13447,0.26
13448,0.29
13449,0.03
13450,0.16
13451,0.13
13452,0.05
13453,0.28
13454,0.22
13455,0.32
13456,0.3
13457,0.24
13458,0.52
13459,0.06
13460,0.27
13461,0.27
13462,0.28
13463,0.26
13464,0.5
13465,0.1
13466,0.28
13467,0.05
13468,0.35
13469,0.52
13470,0.1
13471,0.24
13472,0.23
13473,0.78
13474,0.11
13475,0.4
13476,0.7
13477,0.74
13478,0.21
13479,0.35
13480,0.12
13481,0.03
13482,0.1
13483,0.43
13484,0.09
13485,0.05
13486,0.21
13487,0.09
13488,0.05
13489,0.02
13490,0.12
13491,0.16
13492,0.52
13493,0.32
13494,0.58
13495,0.25
13496,0.45
13497,0.03
13498,0.47
13499,0.13
13500,0.04
13501,0.43
13502,0.02
13503,0.53
13504,0.16
13505,0.23
13506,0.72
13507,0.67
13508,0.21
13509,0.12
13510,0.07
13511,0.06
13512,0.33
13513,0.04
13514,0.05
13515,0.54
13516,0.37
13517,0.23
13518,0.46
13519,0.05
13520,0.1
13521,0.12
13522,0.1
13523,0.15
13524,0.29
13525,0.11
13526,0.3
13527,0.44
13528,0.83
13529,0.28
13530,0.4
13531,0.27
13532,0.15
13533,0.21
13534,0.5
13535,0.2
13536,0.57
13537,0.2
13538,0.47
13539,0.11
13540,0.05
13541,0.38
13542,0.86
13543,0.4
13544,0.28
13545,0.48
13546,0.11
13547,0.48
13548,0.02
13549,0.43
13550,0.03
13551,0.3
13552,0.04
13553,0.05
13554,0.05
13555,0.47
13556,0.19
13557,0.35
13558,0.03
13559,0.33
13560,0.62
13561,0.42
13562,0.61
13563,0.3
13564,0.18
13565,0.19
13566,0.16
13567,0.42
13568,0.26
13569,0.01
13570,0.62
13571,0.2
13572,0.23
13573,0.04
13574,0.41
13575,0.38
13576,0.45
13577,0.57
13578,0.19
13579,0.32
13580,0.38
13581,0.61
13582,0.52
13583,0.06
13584,0.31
13585,0.55
13586,0.93
13587,0.08
13588,0.05
13589,0.15
13590,0.6
13591,0.09
13592,0.25
13593,0.6
13594,0.03
13595,0.28
13596,0.11
13597,0.06
13598,0.19
13599,0.12
13600,0.6
13601,0.05
13602,0.2
13603,0.1
13604,0.2
13605,0.14
13606,0.26
13607,0.29
13608,0.19
13609,0.04
13610,0.5
13611,0.65
13612,0.54
13613,0.17
13614,0.23
13615,0.05
13616,0.07
13617,0.5
13618,0.1
13619,0.12
13620,0.1
13621,0.16
13622,0.21
13623,0.44
13624,0.33
13625,0.16
13626,0.07
13627,0.15
13628,0.08
13629,0.19
13630,0.23
13631,0.27
13632,0.2
13633,0.12
13634,0.73
13635,0.49
13636,0.27
13637,0.21
13638,0.08
13639,0.16
13640,0.05
13641,0.03
13642,0.42
13643,0.39
13644,0.28
13645,0.04
13646,0.05
13647,0.55
13648,0.15
13649,0.14
13650,0.2
13651,0.25
13652,0.63
13653,0.14
13654,0.36
13655,0.51
13656,0.16
13657,0.14
13658,0.06
13659,0.21
13660,0.1
13661,0.51
13662,0.1
13663,0.22
13664,0.32
13665,0.02
13666,0.03
13667,0.37
13668,0.66
13669,0.52
13670,0.32
13671,0.29
13672,0.22
13673,0.46
13674,0.31
13675,0.13
13676,0.44
13677,0.12
13678,0.47
13679,0.21
13680,0.72
13681,0.3
13682,0.21
13683,0.16
13684,0.03
13685,0.19
13686,0.43
13687,0.32
13688,0.62
13689,0.18
13690,0.13
13691,0.49
13692,0.13
13693,0.06
13694,0.56
13695,0.02
13696,0.13
13697,0.6
13698,0.38
13699,0.28
13700,0.49
13701,0.14
13702,0.45
13703,0.49
13704,0.05
13705,0.05
13706,0.24
13707,0.15
13708,0.45
13709,0.25
13710,0.37
13711,0.1
13712,0.73
13713,0.3
13714,0.26
13715,0.28
13716,0.22
13717,0.74
13718,0.59
13719,0.24
13720,0.05
13721,0.57
